summary,ID,label
'to every single citizen of the european union living in scotland you belong here,746265896168075008,CTI-Negative
ifttt2hpbg9B cmts http iftt,809832369846886400,CTI-Negative
'learning pentesting for android devices',689140225629622272,CTI-Positive
video nasa celebrates 50th anniversary of star trek,773998489764294656,CTI-Negative
i agree that this is the ideal fame level,698383933990445056,CTI-Negative
my feet always cold,798025295286701952,CTI-Negative
http snpxcom my recent talk on achieving scalable effective ir is,796509242219839488,CTI-Negative
wait are they roasted,725379467028369024,CTI-Negative
Christian boy confronted by 80 Muslims demanding he’s HANGED for Facebook post about,787256405115883520,CTI-Negative
boy bye bout unlocked his true potential hes been playing this yrs,695004040355275008,CTI-Negative
compliments about my twitter are the way to my heart,719624487927484032,CTI-Negative
'all you wanted to know about online banking security http checkmarxcom,688740328711454720,CTI-Positive
rout of providence seton hall pirates,703038935170216064,CTI-Negative
'it news show hn partialpress – user adapted news httpwww partialpress,716966556052414464,CTI-Negative
Twitter launches PollutionFreeDelhi service to help citizens,684064553064251392,CTI-Negative
'two words not better help your elders hereseriously',786754175610654976,CTI-Negative
“I care i care a lot it’s kinda my thing” leslie,743283659554328064,CTI-Negative
root the new age of iot-based ddos attacks,790903113116966912,CTI-Positive
top tips for cyber security awareness month beware email scams targeting employee trust,791179027075727360,CTI-Positive
iMessage for android,790960880112447488,CTI-Negative
'lol' best thing i've read congrats man,751242979520573056,CTI-Negative
japan calls on us to ground osprey flights after crash in okinawa,808861984951332992,CTI-Negative
Malwarebytes AntiMalware http bitly2bbzK1s ...,795159956228108288,CTI-Positive
Facebook is building Messenger For Mac photo evidence shows,686504894539280384,CTI-Negative
cablevision’s new owner,745259001948975104,CTI-Negative
'what no one tells you before you become a deep sea diver http ift,714115387034583040,CTI-Negative
redhat plans to reset its openstack release cycle,742567119850635264,CTI-Negative
'people and process are keys to compliance tech simply must make them both more efficient compliance is not,728641402142220288,CTI-Negative
'lol',807784021874920960,CTI-Negative
rt s new mixtape has and features is full of bangers,727891403120988032,CTI-Negative
round three conference finals letsgoblues,732004020877824000,CTI-Negative
congratulate all of you who got a place at uni yesterday,766552044417101952,CTI-Negative
malwarebytes quarantine question,710103971919224832,CTI-Positive
esb20160606 appliance ibm websphere cast iron multiple vulnerabilities,706997683248979968,CTI-Positive
'ice bucket challenge' helps lead to ALS breakthrough,760252196516573184,CTI-Negative
'13 Paid and Free Slack Alternatives Some Better Than Slack http blog,709644055609737216,CTI-Negative
hahaha rule 1 of twitter always leave them wanting more,718761815891517056,CTI-Negative
tks andrew,736501671535120000,CTI-Negative
'Electronic Arts EA servers down 'PoodleCorp claims it DDo,771066878500364288,CTI-Positive
first thing to do as per my advisor telling me long ago reserve restaurant table under dr,738807840442290176,CTI-Negative
london stock exchange deutsche boerse agree on merger,710042178391826432,CTI-Negative
'blake lively',727690586501812224,CTI-Negative
TE Jordan Reed shoulder among 10 redskins questionable for Mondays game vs,810212103038627840,CTI-Negative
'',724763209903665024,CTI-Negative
tweet: 'tell the truth or someone will tell it for you',765746850477597056,CTI-Negative
cartoonist rick friday fires back at his former employer,729157738991911040,CTI-Negative
bank of japan ready to supply liquidity to limit market impact of,746224254220275968,CTI-Negative
http dlvritMqk72B Trojan Horse Mal Packer Win32 I,806545683905843200,CTI-Positive
scenic view of waterfall and landscape kirkjufell snaefells,738473706880684032,CTI-Negative
more than 100 march in peace rally to support,686303586397995008,CTI-Negative
best ipad buying guide autumnwinter 20162017 which iPad should i buy,802070916414995968,CTI-Negative
missing defendants aim to get webpages taken down,785506179493617664,CTI-Positive
'ridiculous' yes i realize,814495400384232960,CTI-Negative
#votenow #makeaplan,795074073042755968,CTI-Negative
'why the IRS fails to crack the smallbusiness tax nut http ifttt,743491696021876736,CTI-Negative
flyers like this are popping up in durham near the UNh campus causing concern for some,780807598794764032,CTI-Negative
'hes pretty pathetic now last i saw him limping along w a,685240439960502016,CTI-Negative
cigarette disgusting people that smoke them,771362887671612032,CTI-Negative
"one year after alexa, amazon’s echo has found a small but smart niche",729632682313814016,CTI-Negative
'we filtered out half a million malware emails last month a majority were locky,783264636149854208,CTI-Positive
daylightsaving time ends sunday,793541675641602048,CTI-Negative
'did you know you can plug a computer mouse into your android phone',735011972480012032,CTI-Negative
serious storage increase from 7651 to 7654 today,739290269368103040,CTI-Negative
survival sadness in iraq’s Christian towns,800473674553892992,CTI-Negative
'Socialinnovate Facebook Marketplace and Craigslist Marketplace Potential What Facebook Face http bit,783375332657115136,CTI-Negative
agra police rescues 2100 ducks being smuggled to chandig,702478155802513024,CTI-Negative
more data mining foils your first pet t rex childhood tv program the knife,728338762560757760,CTI-Negative
kids privacyendangering internetconnected toys should be banned says EPIC,806895102002085888,CTI-Positive
'how much was the martha thing in bvs like my son is also,715572215480258944,CTI-Negative
'Analyst Brexit Cybersecurity Ramifications Could be Significant httpwww info,746538438506094592,CTI-Positive
thinking about today is already killing me,790687584410141056,CTI-Negative
'after a 45 minute delay on i75 south for no good reason that i,762345313738722944,CTI-Negative
vulnerable the euthanasia deception documentary promo,709645288907128832,CTI-Negative
'hit me with some songs yall work out to',767083723967771008,CTI-Negative
'challenging' maybe they cant get it up,768483121322925952,CTI-Negative
'when ur autocorrect isnt up on its freud him curious about,688025306079334016,CTI-Negative
delegates unbound delegates vote rubio,748657672178793984,CTI-Negative
poverty rates in twoearner families in the usa,710831649001329024,CTI-Negative
'SAP S4 HANA and your home grown automations,759215466229424128,CTI-Negative
Harry said 'im not racist but hear me out on this',797166762546654976,CTI-Negative
Ken Marino on what flying means to him,774182117219512320,CTI-Negative
china welcome slowdown people are smoking less,709707928740175872,CTI-Negative
tweetjukebox quote socialmedia tweetjukebox http googlPXgmm,738022435795181568,CTI-Negative
'avira antivirus security 5 free android antivirus apps to protect yoursmartphones,786105932036116480,CTI-Positive
'trump is acting like rand paul',692138205269876992,CTI-Negative
ff off tf off,699420080841585024,CTI-Negative
'jiggers eat african people where in the hell is the aid for these,775131544088252032,CTI-Negative
fossil discovery subway expansion,804894243840020480,CTI-Negative
Neutral Milk Hotel In the Aeroplane Over the Sea,780171462397136896,CTI-Negative
make sure u retweet ass follow like fucking biga,768203949509705984,CTI-Negative
'he got his followers to believe it was a cia honeypot not him being,797145224011124736,CTI-Negative
the ministers secret available now on httpstcoGaRfjMuGs5,714615485296304000,CTI-Negative
'I feel a text is too serious without an lol or haha in there somewhere via,716057714061873152,CTI-Negative
RT predicts bombshell in s taxes,702636222213136000,CTI-Negative
'WhatsApp iPhone – WhatsApp Latest Version Fixes Unused Storage Space Issue...,707184156808052736,CTI-Negative
or go the route consume only don't exchange money for goods amp services,740637175079789056,CTI-Negative
Dreamhack Organizer Arrested in Torrent Site Crackdown,800719619946409984,CTI-Positive
ff influential new followers of week,814871819085816064,CTI-Negative
this careless talk has gotten way out of hand,788488273551303040,CTI-Negative
oh my goodness the dolekemp 1996 campaign site is still up,704800521782215040,CTI-Negative
it's you i swear,759836486359548032,CTI-Negative
imskhan 2am here in las vegas right now,685762704070455296,CTI-Negative
US regulators sue palantir alleging discrimination against Asians,781072703734317056,CTI-Negative
freddie macs income swings back up,760829595289391104,CTI-Negative
imelven status 614521523735535618,687482149465751552,CTI-Negative
ITSecureGamer HeyMarket mobile CRM for text messaging stops you from drunk texting,743900825945178112,CTI-Negative
'RT London artist agrees to cover faces in images captured from unsecured hongkong,765912123314765952,CTI-Positive
'Temp 113°C Feels Like 113°C Wind 08 mph E Rain,774865081674961024,CTI-Negative
i just died inside,692849539254889984,CTI-Negative
'check out usfd on chartmill at httpstcooJ0Ofw,805066610465718016,CTI-Negative
'cyberpower and national security',702499837632225280,CTI-Positive
http://www.twitter.com/,754121914948328960,CTI-Negative
unicorn of tech and humanities,698012396942659584,CTI-Negative
'CraveCast Creating whole new worlds on screen and in,735167501961592832,CTI-Negative
just posted a photo,709263662062632960,CTI-Negative
'#getabadgrade doesnt mean you're stupid #getabadgrade,702230882669764992,CTI-Negative
cyberdb hackers make the firstever ransomware for smart thermostats,762746388601942016,CTI-Positive
ios appstore – 10 fantastic iphone and iPad apps on sale right now for free,717990865159868416,CTI-Negative
'shotfarm walmart and http jetcom what you need to know read blog http ow,796221204788981760,CTI-Negative
world news in one minute watch the latest news summary from BBC World News International news updated 24 hou,810704066594689024,CTI-Negative
BentleySystems User Matthew Wauchope read blog http owlerusaaO8,737321935600635904,CTI-Negative
'Android Google Demonstrates Why Bringing Android Apps to Chromebook is So,739822237855817728,CTI-Negative
'suspect in Brussels attack still on the run official says,712760375926595584,CTI-Negative
tweet: '@stuartsey ',766689370388696960,CTI-Negative
this custom machine 3d prints incredible ceramic sculptures,778928672485076992,CTI-Negative
'everybody that i met on the way tries to get in the way im,727607370096988032,CTI-Negative
